Sequence,Type,Traj t,Traj r,Rel t (delta+AD0-1),Rel r (delta+AD0-1),Rel t (delta+AD0-5),Rel r (delta+AD0-5),Seg t,Seg r
2,viso2+AC0-s,64.6652075654,8.4470977831,0.0624351103,0.0768817372,0.127673321,0.1576968972,0.0147417831,0.0055877807
2,fusion,50.185971023,6.5056403918,0.0607052271,0.0692011128,0.1221091596,0.1452197134,0.0146686305,0.006312857
,,,,,,,,,
Sequence,Type,Traj t,Traj r,Rel t (delta+AD0-1),Rel r (delta+AD0-1),Rel t (delta+AD0-5),Rel r (delta+AD0-5),Seg t,Seg r
2,viso2+AC0-s,64.6652075654,8.4470977831,0.0624351103,0.0768817372,0.127673321,0.1576968972,1.4741783091,0.5587780721
2,fusion,50.185971023,6.5056403918,0.0607052271,0.0692011128,0.1221091596,0.1452197134,1.4668630516,0.6312857012
